"occurrence.hyp.","occurrence.con.","support.rule.","confidence","classical.index","entropic.index","implifiance.index","classical.simi","entropic.simi"
14,24,34.1463414634146,50,22.9621397809763,55.1330227177986,16.9099618228167,33.8164120912552,0
24,14,58.5365853658537,45.8333333333333,70.9319432986224,42.4959225599576,49.5254336519154,83.6406946182251,0
14,24,34.1463414634146,78.5714285714286,83.0516801999779,86.9140447701841,74.487665597283,83.6406946182251,0
24,14,58.5365853658537,41.6666666666667,61.4106397239633,32.8606600628362,41.0994214217455,73.5809206962585,0
14,24,34.1463414634146,71.4285714285714,68.7977491086555,82.5658819969429,59.144699316957,73.5809206962585,0
24,14,58.5365853658537,37.5,51.3784369331029,25.8772378414786,32.8278979853581,61.07057929039,0
14,24,34.1463414634146,64.2857142857143,52.2492827684861,76.5691045244042,42.8836786371266,61.07057929039,0
24,14,58.5365853658537,37.5,51.3784369331029,25.8772378414786,32.8278979853581,61.07057929039,0
14,24,34.1463414634146,64.2857142857143,52.2492827684861,76.5691045244042,42.8836786371266,61.07057929039,0
24,13,58.5365853658537,29.1666666666667,37.7484148610277,16.8202339377786,21.9623638591996,41.2530690431595,0
13,24,31.7073170731707,53.8461538461538,29.6812067391485,64.8510660649188,22.8037445217064,41.2530690431595,0
24,13,58.5365853658537,37.5,57.1449989581478,27.463761501606,36.9132578441589,69.2859172821045,0
13,24,31.7073170731707,69.2307692307692,62.5126087761158,81.5372811870505,53.323177424024,69.2859172821045,0
24,13,58.5365853658537,37.5,57.1449989581478,27.463761501606,36.9132578441589,69.2859172821045,0
13,24,31.7073170731707,69.2307692307692,62.5126087761158,81.5372811870505,53.323177424024,69.2859172821045,0
24,13,58.5365853658537,29.1666666666667,37.7484148610277,16.8202339377786,21.9623638591996,41.2530690431595,0
13,24,31.7073170731707,53.8461538461538,29.6812067391485,64.8510660649188,22.8037445217064,41.2530690431595,0
24,12,58.5365853658537,37.5,62.6332917132819,29.1199343740698,40.8550327683978,77.1988987922668,0
12,24,29.2682926829268,75,73.153361659757,85.6962962232475,64.8514039936186,77.1988987922668,0
24,12,58.5365853658537,37.5,62.6332917132819,29.1199343740698,40.8550327683978,77.1988987922668,0
12,24,29.2682926829268,75,73.153361659757,85.6962962232475,64.8514039936186,77.1988987922668,0
24,12,58.5365853658537,33.3333333333333,52.9911638025465,22.9182787173956,32.9465149870019,64.360249042511,0
12,24,29.2682926829268,66.6666666666667,55.5216636028492,80.1819753098032,46.9151666592737,64.360249042511,0
24,11,58.5365853658537,25,39.6737629916092,14.5921801932078,22.3101964559894,43.1320637464523,0
11,24,26.8292682926829,54.5454545454545,30.7519611417043,68.3084922338774,24.2239822552042,43.1320637464523,0
24,10,58.5365853658537,33.3333333333333,63.7779013585985,25.5940765548318,40.4177657117208,81.2494397163391,0
10,24,24.390243902439,80,78.2564801593564,88.5077541485775,71.7304229087104,81.2494397163391,0
24,10,58.5365853658537,29.1666666666667,54.4991430895929,20.0165736584458,32.8324248432446,68.2180762290955,0
10,24,24.390243902439,70,59.4585199511997,83.5558741725036,51.8093785601332,68.2180762290955,0
24,10,58.5365853658537,16.6666666666667,28.1051353833531,8.35819089490101,13.8597570295073,22.1792280673981,0
10,24,24.390243902439,40,12.6472687279284,42.5205334260245,9.02085465092392,22.1792280673981,0
24,10,58.5365853658537,29.1666666666667,54.4991430895929,20.0165736584458,32.8324248432446,68.2180762290955,0
10,24,24.390243902439,70,59.4585199511997,83.5558741725036,51.8093785601332,68.2180762290955,0
24,10,58.5365853658537,29.1666666666667,54.4991430895929,20.0165736584458,32.8324248432446,68.2180762290955,0
10,24,24.390243902439,70,59.4585199511997,83.5558741725036,51.8093785601332,68.2180762290955,0
24,10,58.5365853658537,29.1666666666667,54.4991430895929,20.0165736584458,32.8324248432446,68.2180762290955,0
10,24,24.390243902439,70,59.4585199511997,83.5558741725036,51.8093785601332,68.2180762290955,0
24,10,58.5365853658537,20.8333333333333,36.2110307857403,11.6116903020751,19.2968075845099,36.2106472253799,0
10,24,24.390243902439,50,23.8139642322828,60.691332630151,18.3551221604619,36.2106472253799,0
24,10,58.5365853658537,20.8333333333333,36.2110307857403,11.6116903020751,19.2968075845099,36.2106472253799,0
10,24,24.390243902439,50,23.8139642322828,60.691332630151,18.3551221604619,36.2106472253799,0
24,10,58.5365853658537,20.8333333333333,36.2110307857403,11.6116903020751,19.2968075845099,36.2106472253799,0
10,24,24.390243902439,50,23.8139642322828,60.691332630151,18.3551221604619,36.2106472253799,0
24,9,58.5365853658537,16.6666666666667,32.9778931131055,8.90167705660797,16.4889465565527,29.0280103683472,0
9,24,21.9512195121951,44.4444444444444,17.4466743970516,50.4306838272509,13.0572015425316,29.0280103683472,0
24,9,58.5365853658537,20.8333333333333,41.4960478484759,12.2973652612605,22.3817875941728,45.3473925590515,0
9,24,21.9512195121951,55.5555555555556,31.8909820020375,71.4318307661662,25.7468067854928,45.3473925590515,0
24,9,58.5365853658537,16.6666666666667,32.9778931131055,8.90167705660797,16.4889465565527,29.0280103683472,0
9,24,21.9512195121951,44.4444444444444,17.4466743970516,50.4306838272509,13.0572015425316,29.0280103683472,0
24,9,58.5365853658537,20.8333333333333,41.4960478484759,12.2973652612605,22.3817875941728,45.3473925590515,0
9,24,21.9512195121951,55.5555555555556,31.8909820020375,71.4318307661662,25.7468067854928,45.3473925590515,0
24,9,58.5365853658537,20.8333333333333,41.4960478484759,12.2973652612605,22.3817875941728,45.3473925590515,0
9,24,21.9512195121951,55.5555555555556,31.8909820020375,71.4318307661662,25.7468067854928,45.3473925590515,0
24,9,58.5365853658537,12.5,25.3798178090817,6.02343281952233,11.5551790702701,16.1516606807709,0
9,24,21.9512195121951,33.3333333333333,8.46301966712133,34.5199177734521,5.76741200899644,16.1516606807709,0
24,9,58.5365853658537,12.5,25.3798178090817,6.02343281952233,11.5551790702701,16.1516606807709,0
9,24,21.9512195121951,33.3333333333333,8.46301966712133,34.5199177734521,5.76741200899644,16.1516606807709,0
24,9,58.5365853658537,20.8333333333333,41.4960478484759,12.2973652612605,22.3817875941728,45.3473925590515,0
9,24,21.9512195121951,55.5555555555556,31.8909820020375,71.4318307661662,25.7468067854928,45.3473925590515,0
24,9,58.5365853658537,16.6666666666667,32.9778931131055,8.90167705660797,16.4889465565527,29.0280103683472,0
9,24,21.9512195121951,44.4444444444444,17.4466743970516,50.4306838272509,13.0572015425316,29.0280103683472,0
24,8,58.5365853658537,8.33333333333333,22.8831904347025,3.86914859971602,9.34202337532634,10.7525542378426,0
8,24,19.5121951219512,25,5.21030605084497,25.3489960463981,3.30433581332689,10.7525542378426,0
24,8,58.5365853658537,12.5,29.9731583546501,6.4174273132842,13.8397051574302,21.83758020401,0
8,24,19.5121951219512,37.5,11.9185869440015,41.0030731645374,8.54900688861423,21.83758020401,0
24,8,58.5365853658537,20.8333333333333,46.8260061323791,12.9686537910704,25.5317352432443,55.8245062828064,0
8,24,19.5121951219512,62.5,42.3430490440949,79.1100873635226,35.8650887995829,55.8245062828064,0
24,8,58.5365853658537,20.8333333333333,46.8260061323791,12.9686537910704,25.5317352432443,55.8245062828064,0
8,24,19.5121951219512,62.5,42.3430490440949,79.1100873635226,35.8650887995829,55.8245062828064,0
24,8,58.5365853658537,16.6666666666667,38.0478440412571,9.42870088171279,19.2597033370761,37.6159071922302,0
8,24,19.5121951219512,50,24.0526832654464,62.4211590041573,18.9138369664697,37.6159071922302,0
24,8,58.5365853658537,29.1666666666667,64.8538284990783,22.2059350338349,39.7702965219982,85.7855141162872,0
8,24,19.5121951219512,87.5,84.3468107662983,90.906776037949,80.3504743038536,85.7855141162872,0
24,7,58.5365853658537,12.5,34.806898491704,6.79892301518352,16.2745481203512,29.3837577104568,0
7,24,17.0731707317073,42.8571428571429,16.8618603225475,49.4967781651245,12.7580675963646,29.3837577104568,0
24,7,58.5365853658537,16.6666666666667,43.2241244604423,9.94281105830897,22.1233388955765,48.0779856443405,0
7,24,17.0731707317073,57.1428571428571,33.0922117927208,74.5632797637009,27.4085500635258,48.0779856443405,0
24,7,58.5365853658537,16.6666666666667,43.2241244604423,9.94281105830897,22.1233388955765,48.0779856443405,0
7,24,17.0731707317073,57.1428571428571,33.0922117927208,74.5632797637009,27.4085500635258,48.0779856443405,0
24,6,58.5365853658537,12.5,39.7994229534429,7.1701707976629,18.8199851506935,39.2309784889221,0
6,24,14.6341463414634,50,23.9820208359173,63.6750773512001,19.2109152292513,39.2309784889221,0
24,6,58.5365853658537,16.6666666666667,48.4156969242177,10.4478565878015,25.0296155399473,60.267972946167,0
6,24,14.6341463414634,66.6666666666667,45.3054851729036,82.8892607531829,39.6769751291936,60.267972946167,0
24,6,58.5365853658537,12.5,39.7994229534429,7.1701707976629,18.8199851506935,39.2309784889221,0
6,24,14.6341463414634,50,23.9820208359173,63.6750773512001,19.2109152292513,39.2309784889221,0
24,6,58.5365853658537,12.5,39.7994229534429,7.1701707976629,18.8199851506935,39.2309784889221,0
6,24,14.6341463414634,50,23.9820208359173,63.6750773512001,19.2109152292513,39.2309784889221,0
24,5,58.5365853658537,16.6666666666667,53.5359090355031,10.9483906089836,27.9294085705574,73.476630449295,0
5,24,12.1951219512195,80,61.3437181110862,89.1894998230455,57.1426474461913,73.476630449295,0
24,5,58.5365853658537,8.33333333333333,36.5610535336404,4.60957189750521,15.5124278290136,29.3994426727295,0
5,24,12.1951219512195,40,15.6315566499223,46.4000601664182,11.8423258076363,29.3994426727295,0
24,4,58.5365853658537,12.5,49.9223873651564,7.89151167651004,24.0714589731979,66.6534662246704,0
4,24,9.75609756097561,75,49.3768279992772,87.5141586918141,45.259136969443,66.6534662246704,0
24,4,58.5365853658537,0,26.3325233374738,0,0,6.29855990409851,0
4,24,9.75609756097561,0,2.7052373360236,0,0,6.29855990409851,0
24,4,58.5365853658537,12.5,49.9223873651564,7.89151167651004,24.0714589731979,66.6534662246704,0
4,24,9.75609756097561,75,49.3768279992772,87.5141586918141,45.259136969443,66.6534662246704,0
24,4,58.5365853658537,12.5,49.9223873651564,7.89151167651004,24.0714589731979,66.6534662246704,0
4,24,9.75609756097561,75,49.3768279992772,87.5141586918141,45.259136969443,66.6534662246704,0
24,4,58.5365853658537,12.5,49.9223873651564,7.89151167651004,24.0714589731979,66.6534662246704,0
4,24,9.75609756097561,75,49.3768279992772,87.5141586918141,45.259136969443,66.6534662246704,0
24,4,58.5365853658537,12.5,49.9223873651564,7.89151167651004,24.0714589731979,66.6534662246704,0
4,24,9.75609756097561,75,49.3768279992772,87.5141586918141,45.259136969443,66.6534662246704,0
24,3,58.5365853658537,8.33333333333333,46.4282170955914,5.07256728684782,20.0942032839739,57.301390171051,0
3,24,7.31707317073171,66.6666666666667,35.3179158086837,83.5277290492315,31.4333028973332,57.301390171051,0
24,3,58.5365853658537,12.5,54.8901761139803,8.24730736923502,26.692451276574,82.6049387454987,0
3,24,7.31707317073171,100,71.1742885669134,92.1913119055697,71.1742885669134,82.6049387454987,0
24,3,58.5365853658537,8.33333333333333,46.4282170955914,5.07256728684782,20.0942032839739,57.301390171051,0
3,24,7.31707317073171,66.6666666666667,35.3179158086837,83.5277290492315,31.4333028973332,57.301390171051,0
24,2,58.5365853658537,8.33333333333333,51.353368914656,5.29914903949182,22.419179118382,77.8286635875702,0
2,24,4.8780487804878,100,56.3631536467148,92.1913119055697,56.3631536467148,77.8286635875702,0
21,21,51.219512195122,47.6190476190476,33.1275092143691,35.6390252530775,22.5391268726886,40.8835262060165,0
21,21,51.219512195122,47.6190476190476,33.1275092143691,35.6390252530775,22.5391268726886,40.8835262060165,0
21,20,51.219512195122,57.1428571428571,63.2444433165158,63.2078535601745,47.8083053777777,70.8386123180389,0
20,21,48.780487804878,60,63.9059142944712,67.7143154782485,49.5013083573291,70.8386123180389,0
21,20,51.219512195122,28.5714285714286,8.01666944614435,11.5425708703126,4.28509006435585,9.24253985285759,0
20,21,48.780487804878,30,7.13732401355952,12.8179068682076,3.90927336244986,9.24253985285759,0
21,20,51.219512195122,52.3809523809524,51.0694010643993,53.5781877062795,36.9613188899919,59.3374967575073,0
20,21,48.780487804878,55,51.1208521615096,59.2973115539264,37.9122386459229,59.3374967575073,0
21,19,51.219512195122,47.6190476190476,45.2727019659261,42.1888289521365,31.62453090576,53.4268081188202,0
19,21,46.3414634146341,52.6315789473684,44.7894454842894,56.6853496728601,32.8532212033624,53.4268081188202,0
21,19,51.219512195122,47.6190476190476,45.2727019659261,42.1888289521365,31.62453090576,53.4268081188202,0
19,21,46.3414634146341,52.6315789473684,44.7894454842894,56.6853496728601,32.8532212033624,53.4268081188202,0
21,19,51.219512195122,57.1428571428571,68.7882475074464,64.762096753415,52.4366454880602,76.6423046588898,0
19,21,46.3414634146341,63.1578947368421,70.6575423429892,73.08992522479,56.5579653993919,76.6423046588898,0
21,18,51.219512195122,52.3809523809524,62.9344681933385,57.6951704098293,46.4232769461375,72.1192598342896,0
18,21,43.9024390243902,61.1111111111111,64.9775988140792,71.7080987530109,51.5848346195994,72.1192598342896,0
21,18,51.219512195122,28.5714285714286,14.0134638314976,14.3076528035211,7.86808464843376,14.4500017166138,0
18,21,43.9024390243902,33.3333333333333,10.8842324131083,19.8714323629596,6.57707040641568,14.4500017166138,0
21,18,51.219512195122,42.8571428571429,39.8946545782377,33.6770579226711,26.8433506857259,47.1183747053146,0
18,21,43.9024390243902,50,38.3695891859957,52.2814352549247,27.7856347693249,47.1183747053146,0
21,17,51.219512195122,52.3809523809524,68.2689333472636,59.0908974803542,50.7569670798264,78.1410574913025,0
17,21,41.4634146341463,64.7058823529412,72.105253363509,76.5697356415065,59.1530794053556,78.1410574913025,0
21,17,51.219512195122,33.3333333333333,25.5078993659652,20.8783789259781,15.5718987355588,28.1432390213013,0
17,21,41.4634146341463,41.1764705882353,21.4188542571017,34.7846058111016,14.4278299996261,28.1432390213013,0
21,17,51.219512195122,42.8571428571429,45.7468982097617,36.5514914088496,31.1250428189317,53.9505183696747,0
17,21,41.4634146341463,52.9411764705882,44.8235759571666,60.9824832135392,33.6505921217859,53.9505183696747,0
21,16,51.219512195122,33.3333333333333,30.5108230291783,22.3637196490892,18.8815124086427,33.8164120912552,0
16,21,39.0243902439024,43.75,25.9479927477646,42.5607469859292,18.1735158711066,33.8164120912552,0
21,16,51.219512195122,23.8095238095238,15.0799581140199,12.2689590052533,8.15949795357223,13.2186070084572,0
16,21,39.0243902439024,31.25,9.83558103077699,21.4621619427663,6.02303871230026,13.2186070084572,0
21,15,51.219512195122,52.3809523809524,77.4547608943854,61.1879648282593,58.3617255378926,88.4291648864746,0
15,21,36.5853658536585,73.3333333333333,85.4019614542782,84.4419493150212,74.7421693164535,88.4291648864746,0
21,15,51.219512195122,33.3333333333333,35.7590327180955,23.848217783898,22.395327793189,40.2692914009094,0
15,21,36.5853658536585,46.6666666666667,31.3084327299473,49.6308993618661,22.774604070385,40.2692914009094,0
21,14,51.219512195122,38.0952380952381,51.735185631854,33.7589439032303,34.4901237545693,62.1597826480865,0
14,21,34.1463414634146,57.1428571428571,52.4552265280844,70.8309435358163,41.7161062286304,62.1597826480865,0
21,14,51.219512195122,23.8095238095238,22.9488669687681,14.1744709146625,12.8072579313189,20.8788096904755,0
14,21,34.1463414634146,35.7142857142857,15.2621621452968,33.4080916376045,10.1605502428565,20.8788096904755,0
21,14,51.219512195122,28.5714285714286,31.3859579573775,19.1667932468747,18.7358218411239,33.0984830856323,0
14,21,34.1463414634146,42.8571428571429,24.8935972724323,44.3011855603297,17.7268379880474,33.0984830856323,0
21,14,51.219512195122,19.047619047619,16.0854084457531,10.0600656880134,8.28993883476033,11.8192531168461,0
14,21,34.1463414634146,28.5714285714286,8.68459669261883,23.0664773133777,5.33918715978179,11.8192531168461,0
21,14,51.219512195122,23.8095238095238,22.9488669687681,14.1744709146625,12.8072579313189,20.8788096904755,0
14,21,34.1463414634146,35.7142857142857,15.2621621452968,33.4080916376045,10.1605502428565,20.8788096904755,0
21,13,51.219512195122,33.3333333333333,46.5705132431873,27.2696843118829,29.7559082979442,55.2637994289398,0
13,21,31.7073170731707,53.8461538461538,44.8371878950668,67.2256458867181,35.1318927734932,55.2637994289398,0
21,13,51.219512195122,28.5714285714286,36.4783560626053,20.3419020881357,22.0147915323093,39.928212761879,0
13,21,31.7073170731707,46.1538461538462,30.4215676132565,51.1478303926272,22.5144790762705,39.928212761879,0
21,13,51.219512195122,14.2857142857143,13.720703426427,7.19784347781475,6.52097235858966,7.81231820583344,0
13,21,31.7073170731707,23.0769230769231,5.8371306847266,18.4175842822339,3.40201632515499,7.81231820583344,0
21,13,51.219512195122,33.3333333333333,46.5705132431873,27.2696843118829,29.7559082979442,55.2637994289398,0
13,21,31.7073170731707,53.8461538461538,44.8371878950668,67.2256458867181,35.1318927734932,55.2637994289398,0
21,12,51.219512195122,28.5714285714286,41.6923393559051,21.5685988175955,25.4080749830678,47.6464778184891,0
12,21,29.2682926829268,50,37.0205540680945,60.4877605008095,28.4747503692741,47.6464778184891,0
21,12,51.219512195122,28.5714285714286,41.6923393559051,21.5685988175955,25.4080749830678,47.6464778184891,0
12,21,29.2682926829268,50,37.0205540680945,60.4877605008095,28.4747503692741,47.6464778184891,0
21,12,51.219512195122,38.0952380952381,62.2656467088627,36.0727382807499,42.1596185099313,77.2676408290863,0
12,21,29.2682926829268,66.6666666666667,69.487784224522,81.2143737249524,59.3824546048069,77.2676408290863,0
21,11,51.219512195122,33.3333333333333,57.1319087552266,30.0070915011871,37.0977954453459,71.749871969223,0
11,21,26.8292682926829,63.6363636363636,62.1201029033221,79.3374108341448,52.4724088659454,71.749871969223,0
21,10,51.219512195122,28.5714285714286,52.1110954515258,24.4016296949361,32.2925814675258,65.0981724262238,0
10,21,24.390243902439,60,53.7853910873456,76.6298937358844,44.7687161555403,65.0981724262238,0
21,10,51.219512195122,33.3333333333333,62.1043833174642,30.8461663688271,40.6082007040942,79.6682596206665,0
10,21,24.390243902439,70,71.7436259153865,84.1207975144653,63.0104474333395,79.6682596206665,0
21,10,51.219512195122,23.8095238095238,42.1939759382241,17.8585048906349,24.5821870847828,47.8513300418854,0
10,21,24.390243902439,50,36.265161986818,62.0372546286401,28.3790229097144,47.8513300418854,0
21,10,51.219512195122,14.2857142857143,24.7606744261527,8.69276490771307,12.2499234373843,17.4224942922592,0
10,21,24.390243902439,30,12.0948790714417,30.8411066982156,8.03730007864735,17.4224942922592,0
21,10,51.219512195122,28.5714285714286,52.1110954515258,24.4016296949361,32.2925814675258,65.0981724262238,0
10,21,24.390243902439,60,53.7853910873456,76.6298937358844,44.7687161555403,65.0981724262238,0
21,10,51.219512195122,38.0952380952381,71.545046969618,37.5854011592766,49.065355405893,89.8257851600647,0
10,21,24.390243902439,80,86.46937847438,88.7617478984404,79.6517755845435,89.8257851600647,0
21,10,51.219512195122,14.2857142857143,24.7606744261527,8.69276490771307,12.2499234373843,17.4224942922592,0
10,21,24.390243902439,30,12.0948790714417,30.8411066982156,8.03730007864735,17.4224942922592,0
21,10,51.219512195122,23.8095238095238,42.1939759382241,17.8585048906349,24.5821870847828,47.8513300418854,0
10,21,24.390243902439,50,36.265161986818,62.0372546286401,28.3790229097144,47.8513300418854,0
21,10,51.219512195122,14.2857142857143,24.7606744261527,8.69276490771307,12.2499234373843,17.4224942922592,0
10,21,24.390243902439,30,12.0948790714417,30.8411066982156,8.03730007864735,17.4224942922592,0
21,9,51.219512195122,28.5714285714286,57.1449989581478,25.274611097513,35.6685909892535,74.1351783275604,0
9,21,21.9512195121951,66.6666666666667,63.8849047914435,82.3456758323451,55.4281225565774,74.1351783275604,0
21,9,51.219512195122,28.5714285714286,57.1449989581478,25.274611097513,35.6685909892535,74.1351783275604,0
9,21,21.9512195121951,66.6666666666667,63.8849047914435,82.3456758323451,55.4281225565774,74.1351783275604,0
21,9,51.219512195122,14.2857142857143,29.0787164550602,9.16980228702345,14.5393582275301,22.6700156927109,0
9,21,21.9512195121951,33.3333333333333,15.5149812001283,35.7838954559925,10.7831451199454,22.6700156927109,0
21,9,51.219512195122,4.76190476190476,15.4708268927935,2.52093657119931,5.65544157253872,4.63546812534332,0
9,21,21.9512195121951,11.1111111111111,3.53872246948238,10.5887788248799,1.79814077337457,4.63546812534332,0
21,9,51.219512195122,14.2857142857143,29.0787164550602,9.16980228702345,14.5393582275301,22.6700156927109,0
9,21,21.9512195121951,33.3333333333333,15.5149812001283,35.7838954559925,10.7831451199454,22.6700156927109,0
21,9,51.219512195122,28.5714285714286,57.1449989581478,25.274611097513,35.6685909892535,74.1351783275604,0
9,21,21.9512195121951,66.6666666666667,63.8849047914435,82.3456758323451,55.4281225565774,74.1351783275604,0
21,9,51.219512195122,28.5714285714286,57.1449989581478,25.274611097513,35.6685909892535,74.1351783275604,0
9,21,21.9512195121951,66.6666666666667,63.8849047914435,82.3456758323451,55.4281225565774,74.1351783275604,0
21,9,51.219512195122,19.047619047619,37.7484148610277,13.5049074781736,20.6345125368421,38.82055580616,0
9,21,21.9512195121951,44.4444444444444,27.8443457218702,51.5490604359105,21.1571275230972,38.82055580616,0
21,9,51.219512195122,28.5714285714286,57.1449989581478,25.274611097513,35.6685909892535,74.1351783275604,0
9,21,21.9512195121951,66.6666666666667,63.8849047914435,82.3456758323451,55.4281225565774,74.1351783275604,0
21,8,51.219512195122,19.047619047619,42.6584345120514,14.2236236477529,23.516170397897,48.0779856443405,0
8,21,19.5121951219512,50,35.2110537611041,63.2248746195269,28.002320385249,48.0779856443405,0
21,8,51.219512195122,14.2857142857143,33.6196135774845,9.64539080803328,16.971199439304,29.3837577104568,0
8,21,19.5121951219512,37.5,19.9813432112606,41.9123782627482,14.5511665750905,29.3837577104568,0
21,8,51.219512195122,19.047619047619,42.6584345120514,14.2236236477529,23.516170397897,48.0779856443405,0
8,21,19.5121951219512,50,35.2110537611041,63.2248746195269,28.002320385249,48.0779856443405,0
21,8,51.219512195122,9.52380952380952,25.5786599091214,5.8561664408754,11.4679023650212,15.0049820542336,0
8,21,19.5121951219512,25,10.0758404146145,26.277172222475,6.51689603240142,15.0049820542336,0
21,8,51.219512195122,19.047619047619,42.6584345120514,14.2236236477529,23.516170397897,48.0779856443405,0
8,21,19.5121951219512,50,35.2110537611041,63.2248746195269,28.002320385249,48.0779856443405,0
21,8,51.219512195122,14.2857142857143,33.6196135774845,9.64539080803328,16.971199439304,29.3837577104568,0
8,21,19.5121951219512,37.5,19.9813432112606,41.9123782627482,14.5511665750905,29.3837577104568,0
21,7,51.219512195122,19.047619047619,47.5833600605105,15.1048217796712,26.4336893212621,58.66659283638,0
7,21,17.0731707317073,57.1428571428571,44.4839438341011,75.0674039513645,37.136289010426,58.66659283638,0
21,7,51.219512195122,14.2857142857143,38.314253891341,10.1287574066505,19.5094995499945,37.8606110811234,0
7,21,17.0731707317073,42.8571428571429,25.8541217813259,50.134083433986,19.7837260934797,37.8606110811234,0
21,7,51.219512195122,14.2857142857143,38.314253891341,10.1287574066505,19.5094995499945,37.8606110811234,0
7,21,17.0731707317073,42.8571428571429,25.8541217813259,50.134083433986,19.7837260934797,37.8606110811234,0
21,6,51.219512195122,19.047619047619,52.449012981287,15.899740323458,29.3426010658759,70.1492011547089,0
6,21,14.6341463414634,66.6666666666667,56.02184134036,83.1271309190751,49.3054800804282,70.1492011547089,0
21,6,51.219512195122,9.52380952380952,34.2609248242056,6.45518875433591,15.6500144093879,27.0210981369019,0
6,21,14.6341463414634,33.3333333333333,17.2595350511668,37.4031421377074,12.4028438289104,27.0210981369019,0
21,6,51.219512195122,4.76190476190476,26.3464518365945,2.95881142343652,9.95802278408144,11.8481837213039,0
6,21,14.6341463414634,16.6666666666667,7.67215596211861,17.7326920045738,4.561891228781,11.8481837213039,0
21,6,51.219512195122,19.047619047619,52.449012981287,15.899740323458,29.3426010658759,70.1492011547089,0
